sex,year,age,qx,lx,lx/l0,dx,ex
F,2104,64,0.002475693,96713.98847,0.967139885,239.4341042,30.00154978
F,2105,65,0.002673643,96474.55437,0.964745544,257.9384861,29.07476781
F,2106,66,0.002893737,96216.61588,0.962166159,278.4255441,28.15137134
F,2107,67,0.003141792,95938.19034,0.959381903,301.4178385,27.23161934
F,2108,68,0.003419134,95636.7725,0.956367725,326.9949126,26.31586922
F,2109,69,0.003729914,95309.77758,0.953097776,355.4972792,25.40443997
F,2110,70,0.00408019,94954.28031,0.949542803,387.4315151,24.49767916
F,2111,71,0.004480116,94566.84879,0.945668488,423.670484,23.5959954
F,2112,72,0.004932465,94143.17831,0.941431783,464.3578981,22.69993381
F,2113,73,0.005448107,93678.82041,0.936788204,510.3721965,21.80997698
F,2114,74,0.006033221,93168.44821,0.931684482,562.1058303,20.92671199
F,2115,75,0.006691936,92606.34238,0.926063424,619.7157434,20.0506989
F,2116,76,0.00743411,91986.62664,0.919866266,683.8387109,19.18241235
F,2117,77,0.008273683,91302.78793,0.913027879,755.4103169,18.32233969
F,2118,78,0.009228351,90547.37761,0.905473776,835.6030192,17.47102626
F,2119,79,0.010321372,89711.77459,0.897117746,925.9485587,16.62909961
F,2120,80,0.011576893,88785.82603,0.88785826,1027.864006,15.79731021
F,2121,81,0.013025947,87757.96203,0.87757962,1143.130594,14.97647976
F,2122,82,0.014709191,86614.83143,0.866148314,1274.03414,14.16753834
F,2123,83,0.016665557,85340.79729,0.853407973,1422.251919,13.37157804
F,2124,84,0.018929887,83918.54537,0.839185454,1588.568569,12.58972561
F,2125,85,0.021534135,82329.9768,0.823299768,1772.904819,11.82299857
F,2126,86,0.024509665,80557.07199,0.80557072,1974.426826,11.0721958
F,2127,87,0.027893742,78582.64516,0.785826452,2191.964035,10.33782731
F,2128,88,0.031725008,76390.68112,0.763906811,2423.495008,9.620115196
F,2129,89,0.036040983,73967.18612,0.739671861,2665.85008,8.918930857
F,2130,90,0.041395884,71301.33604,0.71301336,2951.581831,8.233702063
F,2131,91,0.048877457,68349.7542,0.683497542,3340.762196,7.567670411
F,2132,92,0.058092771,65008.99201,0.65008992,3776.55248,6.930872568
F,2133,93,0.068794996,61232.43953,0.612324395,4212.485412,6.327501021
F,2134,94,0.081108892,57019.95412,0.570199541,4624.825276,5.758021589
F,2135,95,0.095263893,52395.12884,0.523951288,4991.36394,5.222137847
F,2136,96,0.111761133,47403.7649,0.474037649,5297.898494,4.719353809
F,2137,97,0.131132287,42105.86641,0.421058664,5521.438546,4.250246772
F,2138,98,0.153586963,36584.42786,0.365844279,5618.89118,3.816245977
F,2139,99,0.179113411,30965.53668,0.309655367,5546.342893,3.417999645
F,2140,100,0.207793513,25419.19379,0.254191938,5281.943571,3.054692796
