sex,year,age,qx,lx,lx/l0,dx,ex
M,2136,76,0.008250106,90725.48843,0.907254884,748.4949048,19.28562967
M,2137,77,0.00910409,89976.99352,0.899769935,819.1586275,18.44190237
M,2138,78,0.010055841,89157.8349,0.891578349,896.5570054,17.60674783
M,2139,79,0.011124361,88261.27789,0.882612779,981.8503615,16.78051797
M,2140,80,0.01234201,87279.42753,0.872794275,1077.203531,15.96366574
M,2141,81,0.013749714,86202.224,0.86202224,1185.255888,15.15690339
M,2142,82,0.015374997,85016.96811,0.850169681,1307.135621,14.3612412
M,2143,83,0.017233052,83709.83249,0.837098325,1442.575899,13.57768557
M,2144,84,0.0193407,82267.25659,0.822672566,1591.106313,12.8070059
M,2145,85,0.021714751,80676.15028,0.806761503,1751.862502,12.04972639
M,2146,86,0.024362488,78924.28777,0.789242878,1922.792007,11.30609275
M,2147,87,0.027296267,77001.49577,0.770014958,2101.853372,10.57592996
M,2148,88,0.030547573,74899.64239,0.748996424,2288.002265,9.858683343
M,2149,89,0.034158903,72611.64013,0.726116401,2480.333985,9.153576678
M,2150,90,0.038654861,70131.30614,0.701313061,2710.915897,8.459627734
M,2151,91,0.045588722,67420.39025,0.674203902,3073.609413,7.779677519
M,2152,92,0.054218829,64346.78083,0.643467808,3488.807109,7.12740098
M,2153,93,0.064367983,60857.97373,0.608579737,3917.305003,6.507330219
M,2154,94,0.076215254,56940.66872,0.569406687,4339.747503,5.920612066
M,2155,95,0.089905829,52600.92122,0.526009212,4729.129434,5.367830235
M,2156,96,0.105829094,47871.79179,0.478717918,5066.228362,4.848710485
M,2157,97,0.124627289,42805.56342,0.428055634,5334.741327,4.363399667
M,2158,98,0.14663134,37470.8221,0.374708221,5494.396844,3.913433979
M,2159,99,0.171845826,31976.42525,0.319764253,5495.015211,3.499952351
M,2160,100,0.200296948,26481.41004,0.2648141,5304.145619,3.122456356
F,2060,0,0.001695523,100000,1,169.552316,94.1136146
F,2061,1,0.000171432,99830.44768,0.998304477,17.11412152,93.27260823
F,2062,2,7.78452E-05,99813.33356,0.998133336,7.769992843,92.28851514
F,2063,3,4.2667E-05,99805.56357,0.998055636,4.258399697,91.29566099
F,2064,4,3.65497E-05,99801.30517,0.998013052,3.647706336,90.29953513
F,2065,5,3.34441E-05,99797.65746,0.997976575,3.337637917,89.3028174
F,2066,6,3.03965E-05,99794.31983,0.997943198,3.033402747,88.30578742
F,2067,7,2.73945E-05,99791.28642,0.997912864,2.73373577,87.3084565
F,2068,8,2.58579E-05,99788.55269,0.997885527,2.580322802,86.31083464
F,2069,9,2.36245E-05,99785.97236,0.997859724,2.357390638,85.31305358
F,2070,10,2.42555E-05,99783.61497,0.99783615,2.420303447,84.3150573
F,2071,11,2.701E-05,99781.19467,0.997811947,2.695088965,83.31709032
F,2072,12,2.90248E-05,99778.49958,0.997784996,2.896053017,82.31932727
F,2073,13,3.52472E-05,99775.60353,0.997756035,3.516814602,81.32170213
F,2074,14,4.21356E-05,99772.08671,0.997720867,4.203961084,80.32455097
F,2075,15,4.89623E-05,99767.88275,0.997678828,4.88486596,79.32791457
F,2076,16,5.50304E-05,99762.99789,0.997629979,5.489999952,78.33177436
F,2077,17,6.16848E-05,99757.50789,0.997575079,6.1535267,77.33605771
F,2078,18,6.67905E-05,99751.35436,0.997513544,6.662441041,76.34079762
F,2079,19,7.08776E-05,99744.69192,0.997446919,7.069659989,75.34586341
F,2080,20,7.53463E-05,99737.62226,0.997376223,7.514861365,74.35116867
F,2081,21,7.85828E-05,99730.1074,0.997301074,7.837073851,73.35673351
F,2082,22,7.98213E-05,99722.27032,0.997222703,7.959965088,72.36245924
F,2083,23,8.15859E-05,99714.31036,0.997143104,8.135279737,71.36819586
F,2084,24,8.54494E-05,99706.17508,0.997061751,8.519831252,70.37397818
F,2085,25,9.01479E-05,99697.65525,0.996976552,8.987535999,69.37994937
F,2086,26,9.74359E-05,99688.66771,0.996886677,9.713254161,68.38615932
F,2087,27,0.000107864,99678.95446,0.996789545,10.75180821,67.39277451
F,2088,28,0.000120795,99668.20265,0.996682026,12.03942728,66.39999064
F,2089,29,0.000135565,99656.16322,0.996561632,13.50992271,65.40795199
F,2090,30,0.000149697,99642.6533,0.996426533,14.9162312,64.41675245
F,2091,31,0.000162707,99627.73707,0.996277371,16.21014565,63.42632205
F,2092,32,0.000177624,99611.52692,0.996115269,17.69341069,62.43656228
F,2093,33,0.000191202,99593.83351,0.995938335,19.04249695,61.44756566
F,2094,34,0.000206682,99574.79101,0.99574791,20.58035732,60.45922116
F,2095,35,0.0002228,99554.21066,0.995542107,22.18064301,59.47161624
F,2096,36,0.000241314,99532.03001,0.9953203,24.01842714,58.48475802
F,2097,37,0.000262886,99508.01159,0.995080116,26.1592815,57.49875391
F,2098,38,0.000287043,99481.85231,0.994818523,28.55559281,56.51374203
F,2099,39,0.000309979,99453.29671,0.994532967,30.82847528,55.52982501
F,2100,40,0.000334635,99422.46824,0.994224682,33.27018916,54.54688842
F,2101,41,0.000357415,99389.19805,0.99389198,35.52317161,53.56498042
F,2102,42,0.000379526,99353.67488,0.993536749,37.70727345,52.58395342
F,2103,43,0.000404058,99315.9676,0.993159676,40.12938424,51.60372812
F,2104,44,0.000430539,99275.83822,0.992758382,42.74208649,50.62438532
F,2105,45,0.000457542,99233.09613,0.992330961,45.40335537,49.6459751
F,2106,46,0.000489354,99187.69278,0.991876928,48.53788601,48.66847177
F,2107,47,0.000523596,99139.15489,0.991391549,51.90891356,47.69205474
F,2108,48,0.000560272,99087.24598,0.99087246,55.51577908,46.71677728
F,2109,49,0.000601145,99031.7302,0.990317302,59.53241061,45.74268574
F,2110,50,0.000645107,98972.19779,0.989721978,63.84761792,44.76989951
F,2111,51,0.000694012,98908.35017,0.989083502,68.64358814,43.79847675
F,2112,52,0.000747331,98839.70658,0.988397066,73.86593796,42.82854728
F,2113,53,0.000807567,98765.84064,0.987658406,79.7599932,41.86020436
F,2114,54,0.000875279,98686.08065,0.986860807,86.37781983,40.89363248
F,2115,55,0.000950503,98599.70283,0.985997028,93.71928106,39.92901913
F,2116,56,0.001032441,98505.98355,0.985059836,101.7015718,38.96653218
F,2117,57,0.001122274,98404.28198,0.98404282,110.4366133,38.00628763
F,2118,58,0.001222709,98293.84536,0.982938454,120.1847662,37.04842727
F,2119,59,0.001329663,98173.6606,0.981736606,130.537913,36.09317007
F,2120,60,0.00143914,98043.12269,0.980431227,141.097738,35.14056001
F,2121,61,0.001553297,97902.02495,0.979020249,152.070964,34.19048446
F,2122,62,0.001674396,97749.95398,0.97749954,163.6721684,33.24289722
F,2123,63,0.001803512,97586.28182,0.975862818,175.9980523,32.29781376
F,2124,64,0.001944263,97410.28376,0.974102838,189.3912138,31.35526512
F,2125,65,0.002099845,97220.89255,0.972208925,204.1488084,30.41537273
F,2126,66,0.002273147,97016.74374,0.970167437,220.5332819,29.47832257
F,2127,67,0.002468302,96796.21046,0.967962105,238.9223102,28.54434462
F,2128,68,0.002686499,96557.28815,0.965572881,259.4010897,27.61373782
F,2129,69,0.002930505,96297.88706,0.962978871,282.2014132,26.68677508
F,2130,70,0.003206536,96015.68565,0.960156856,307.877752,25.76374109
F,2131,71,0.003519837,95707.80789,0.957078079,336.8759068,24.84501078
F,2132,72,0.003876048,95370.93199,0.95370932,369.6622848,23.93100394
F,2133,73,0.004281438,95001.2697,0.950012697,406.742048,23.02217702
F,2134,74,0.004742073,94594.52765,0.945945277,448.5741859,22.11901895
F,2135,75,0.005261014,94145.95347,0.941459535,495.3032192,21.22202639
F,2136,76,0.005844907,93650.65025,0.936506502,547.3793517,20.33162185
F,2137,77,0.00650565,93103.2709,0.931032709,605.6972645,19.44821733
F,2138,78,0.007257275,92497.57363,0.924975736,671.2803043,18.572295
F,2139,79,0.008118074,91826.29333,0.918262933,745.4526706,17.7044094
F,2140,80,0.009107186,91080.84066,0.910808407,829.4901853,16.84521918
F,2141,81,0.010249227,90251.35047,0.902513505,925.0065502,15.99544628
F,2142,82,0.011576466,89326.34392,0.893263439,1034.08336,15.15590723
F,2143,83,0.013119912,88292.26056,0.882922606,1158.386732,14.32755794
F,2144,84,0.014907482,87133.87383,0.871338738,1298.946617,13.5113861
F,2145,85,0.016964961,85834.92721,0.858349272,1456.186162,12.70828842
F,2146,86,0.019317845,84378.74105,0.843787411,1630.015401,11.91897585
F,2147,87,0.021996494,82748.72565,0.827487257,1820.181867,11.14391112
F,2148,88,0.025032673,80928.54378,0.809285438,2025.857767,10.38330569
F,2149,89,0.028457548,78902.68602,0.78902686,2245.376984,9.637063484
F,2150,90,0.032711053,76657.30903,0.76657309,2507.5413,8.904698134
F,2151,91,0.039126872,74149.76773,0.741497677,2901.248485,8.188921919
F,2152,92,0.04711321,71248.51925,0.712485192,3356.746425,7.502015768
F,2153,93,0.056526305,67891.77282,0.678917728,3837.671034,6.8482137
F,2154,94,0.067522094,64054.10179,0.640541018,4325.067097,6.228553993
F,2155,95,0.080350444,59729.03469,0.597290347,4799.254454,5.643366999
F,2156,96,0.095508921,54929.78024,0.549297802,5246.284057,5.092746677
F,2157,97,0.113547157,49683.49618,0.496834962,5641.419763,4.577713628
F,2158,98,0.134749681,44042.07642,0.440420764,5934.655755,4.100034466
F,2159,99,0.159209754,38107.42066,0.381074207,6067.073079,3.660685512
F,2160,100,0.187099108,32040.34758,0.320403476,5994.720442,3.259184325
