sex,year,age,qx,lx,lx/l0,dx,ex
M,2068,38,0.000669366,98923.46495,0.98923465,66.21602731,51.92361953
M,2069,39,0.000733443,98857.24893,0.988572489,72.50613648,50.95806382
M,2070,40,0.000798464,98784.74279,0.987847428,78.87610357,49.99509909
M,2071,41,0.000865504,98705.86669,0.987058667,85.43030473,49.03465074
M,2072,42,0.000934023,98620.43638,0.986204364,92.1137741,48.07669406
M,2073,43,0.001002139,98528.32261,0.985283226,98.73903513,47.12117334
M,2074,44,0.001069259,98429.58357,0.984295836,105.2466809,46.16794108
M,2075,45,0.001136915,98324.33689,0.983243369,111.7863658,45.21682419
M,2076,46,0.001203514,98212.55053,0.982125505,118.2001592,44.26772126
M,2077,47,0.001268825,98094.35037,0.980943504,124.4646011,43.32045979
M,2078,48,0.00133171,97969.88577,0.979698858,130.467495,42.3748605
M,2079,49,0.001394493,97839.41827,0.978394183,136.4363805,41.43070004
M,2080,50,0.00146093,97702.98189,0.977029819,142.7372046,40.48785732
M,2081,51,0.001532191,97560.24469,0.975602447,149.480901,39.54636225
M,2082,52,0.001614383,97410.76379,0.974107638,157.258287,38.60628053
M,2083,53,0.001709112,97253.5055,0.972535055,166.2171226,37.66789813
M,2084,54,0.001827088,97087.28838,0.970872884,177.3870136,36.73153099
M,2085,55,0.001973192,96909.90136,0.969099014,191.2218488,35.79785035
M,2086,56,0.002148267,96718.67951,0.967186795,207.7775231,34.86763749
M,2087,57,0.00235021,96510.90199,0.96510902,226.8208848,33.9416273
M,2088,58,0.002577642,96284.08111,0.962840811,248.1859095,33.02040729
M,2089,59,0.002822191,96035.8952,0.960358952,271.0315922,32.1044499
M,2090,60,0.003076782,95764.8636,0.957648636,294.6475878,31.19389611
M,2091,61,0.003340014,95470.21602,0.95470216,318.8718949,30.28862599
M,2092,62,0.003613761,95151.34412,0.951513441,343.8542358,29.38845386
M,2093,63,0.003902627,94807.48989,0.948074899,369.998283,28.49322846
M,2094,64,0.004208978,94437.4916,0.944374916,397.4853643,27.60290362
M,2095,65,0.004539751,94040.00624,0.940400062,426.9182458,26.71746133
M,2096,66,0.004900074,93613.08799,0.93613088,458.7110216,25.83702487
M,2097,67,0.005296322,93154.37697,0.93154377,493.3755876,24.96178951
M,2098,68,0.005735365,92661.00138,0.926610014,531.4446904,24.09203686
M,2099,69,0.006222473,92129.55669,0.921295567,573.2737055,23.22812633
M,2100,70,0.006768316,91556.28299,0.91556283,619.6818337,22.37043702
M,2101,71,0.007382068,90936.60115,0.909366012,671.3002095,21.51947175
M,2102,72,0.008074534,90265.30094,0.902653009,728.8502432,20.67579291
M,2103,73,0.008857275,89536.4507,0.895364507,793.0489222,19.84002916
M,2104,74,0.009738534,88743.40178,0.887434018,864.230622,19.01285992
M,2105,75,0.010728725,87879.17116,0.878791712,942.831425,18.19492104
M,2106,76,0.011829695,86936.33973,0.869363397,1028.430374,17.38682385
M,2107,77,0.013050596,85907.90936,0.859079094,1121.14945,16.58898128
M,2108,78,0.014410848,84786.75991,0.847867599,1221.849142,15.80172856
M,2109,79,0.015938313,83564.91077,0.835649108,1331.883726,15.02546367
M,2110,80,0.017678605,82233.02704,0.82233027,1453.765225,14.26072472
M,2111,81,0.019685288,80779.26181,0.807792618,1590.163028,13.50837322
M,2112,82,0.021999973,79189.09879,0.791890988,1742.158047,12.7695889
M,2113,83,0.024645755,77446.94074,0.774469407,1908.73832,12.04559158
M,2114,84,0.027644694,75538.20242,0.755382024,2088.230461,11.33733155
M,2115,85,0.031018937,73449.97196,0.73449972,2278.340076,10.64544393
M,2116,86,0.034774433,71171.63188,0.711716319,2474.953161,9.970218999
M,2117,87,0.038927546,68696.67872,0.686966787,2674.193113,9.311405048
M,2118,88,0.043522696,66022.48561,0.660224856,2873.476598,8.668304648
M,2119,89,0.048615703,63149.00901,0.63149009,3070.033443,8.039987951
M,2120,90,0.054947878,60078.97557,0.600789756,3301.212224,7.425281058
M,2121,91,0.063553544,56777.76334,0.567777633,3608.428088,6.827935569
M,2122,92,0.074118747,53169.33526,0.531693353,3940.844486,6.257391764
M,2123,93,0.086280321,49228.49077,0.492284908,4247.450003,5.718283115
M,2124,94,0.100168118,44981.04077,0.449810408,4505.666205,5.211032865
M,2125,95,0.115856696,40475.37456,0.404753746,4689.343171,4.735458934
M,2126,96,0.133722911,35786.03139,0.357860314,4785.412277,4.290466563
M,2127,97,0.1543998,31000.61911,0.310006191,4786.489392,3.875582143
M,2128,98,0.178121036,26214.12972,0.262141297,4669.287932,3.491936311
M,2129,99,0.204709744,21544.84179,0.215448418,4410.439039,3.140361222
M,2130,100,0.23405096,17134.40275,0.171344028,4010.323412,2.819996945
F,2030,0,0.002509205,100000,1,250.9205202,91.57396435
F,2031,1,0.000248471,99749.07948,0.997490795,24.78476503,90.80306247
F,2032,2,0.000114511,99724.29471,0.997242947,11.41948051,89.82550575
F,2033,3,6.06906E-05,99712.87523,0.997128752,6.051634728,88.83573563
F,2034,4,5.1784E-05,99706.8236,0.997068236,5.163222643,87.84109711
F,2035,5,4.91826E-05,99701.66038,0.997016604,4.903589958,86.84562022
F,2036,6,4.58914E-05,99696.75679,0.996967568,4.575225165,85.84986713
F,2037,7,4.11331E-05,99692.18156,0.996921816,4.100647943,84.85378413
F,2038,8,3.64224E-05,99688.08091,0.996880809,3.630874206,83.85725401
F,2039,9,3.40264E-05,99684.45004,0.9968445,3.391903941,82.86029019
F,2040,10,3.4657E-05,99681.05814,0.996810581,3.454646944,81.86309271
F,2041,11,3.90258E-05,99677.60349,0.996776035,3.88999895,80.86591261
F,2042,12,4.48393E-05,99673.71349,0.996737135,4.469296641,79.86904907
F,2043,13,5.13421E-05,99669.24419,0.996692442,5.117230098,78.87260808
F,2044,14,5.8543E-05,99664.12696,0.99664127,5.834641364,77.87663211
F,2045,15,6.78921E-05,99658.29232,0.996582923,6.766006236,76.88116223
F,2046,16,7.78847E-05,99651.52632,0.996515263,7.761333703,75.88634826
F,2047,17,8.84349E-05,99643.76498,0.99643765,8.81198604,74.89222016
F,2048,18,9.72699E-05,99634.953,0.99634953,9.691478449,73.89879961
F,2049,19,0.000103415,99625.26152,0.996252615,10.30275809,72.9059398
F,2050,20,0.000107688,99614.95876,0.996149588,10.72737235,71.91342844
F,2051,21,0.000111449,99604.23139,0.996042314,11.10081554,70.92111967
F,2052,22,0.000114519,99593.13057,0.995931306,11.40530178,69.92896892
F,2053,23,0.000118042,99581.72527,0.995817253,11.7548469,68.93692077
F,2054,24,0.00012247,99569.97042,0.995699704,12.19431195,67.94500017
F,2055,25,0.000129906,99557.77611,0.995577761,12.93314135,66.95326115
F,2056,26,0.000140748,99544.84297,0.99544843,14.01070862,65.96189494
F,2057,27,0.0001562,99530.83226,0.995308323,15.54670989,64.97110985
F,2058,28,0.000174937,99515.28555,0.995152856,17.40890212,63.98118181
F,2059,29,0.000193574,99497.87665,0.994978766,19.26017021,62.99228896
F,2060,30,0.00021488,99478.61648,0.994786165,21.37601314,62.00438816
F,2061,31,0.000236392,99457.24047,0.994572405,23.51087125,61.01760709
F,2062,32,0.000255285,99433.72959,0.994337296,25.38396732,60.03191634
F,2063,33,0.000274727,99408.34563,0.994083456,27.31017469,59.04711784
F,2064,34,0.000297502,99381.03545,0.993810355,29.56601148,58.06320675
F,2065,35,0.000320954,99351.46944,0.993514694,31.88724812,57.08033699
F,2066,36,0.000347532,99319.58219,0.993195822,34.51673622,56.0985025
F,2067,37,0.000379928,99285.06546,0.992850655,37.72117772,55.11783148
F,2068,38,0.000412458,99247.34428,0.992473443,40.93534232,54.13859021
F,2069,39,0.000445702,99206.40894,0.992064089,44.21645634,53.16072299
F,2070,40,0.00047938,99162.19248,0.991621925,47.53632432,52.18420443
F,2071,41,0.000513068,99114.65616,0.991146562,50.85259397,51.20899266
F,2072,42,0.000546702,99063.80356,0.990638036,54.15836154,50.2350232
F,2073,43,0.000580897,99009.6452,0.990096452,57.51439154,49.2622283
F,2074,44,0.000617848,98952.13081,0.989521308,61.13736584,48.29057059
F,2075,45,0.000657938,98890.99344,0.988909934,65.06411697,47.32011614
F,2076,46,0.000703024,98825.92933,0.988259293,69.47698612,46.35094115
F,2077,47,0.000751326,98756.45234,0.987564523,74.19831864,45.38319813
F,2078,48,0.000804801,98682.25402,0.98682254,79.41954675,44.41694541
F,2079,49,0.000863308,98602.83447,0.986028345,85.12459314,43.45231827
F,2080,50,0.000926406,98517.70988,0.985177099,91.26743912,42.48943138
F,2081,51,0.000997356,98426.44244,0.984264424,98.16623407,41.52836673
F,2082,52,0.001073698,98328.27621,0.983282762,105.5748514,40.56932748
F,2083,53,0.001160688,98222.70136,0.982227014,114.0059084,39.61239607
F,2084,54,0.001257612,98108.69545,0.981086954,123.3826449,38.65784611
F,2085,55,0.001365848,97985.3128,0.979853128,133.8330766,37.70589429
F,2086,56,0.001483842,97851.47973,0.978514797,145.1961607,36.7567814
F,2087,57,0.001613492,97706.28357,0.977062836,157.6482739,35.8106607
F,2088,58,0.001756347,97548.63529,0.975486353,171.3292999,34.86772623
F,2089,59,0.001910528,97377.30599,0.97377306,186.0421023,33.9281941
F,2090,60,0.002068372,97191.26389,0.971912639,201.0277193,32.99218186
F,2091,61,0.002232203,96990.23617,0.969902362,216.5018908,32.05952709
F,2092,62,0.002406368,96773.73428,0.967737343,232.8732563,31.13013196
F,2093,63,0.002592737,96540.86102,0.96540861,250.3050392,30.20401714
F,2094,64,0.002794779,96290.55598,0.96290556,269.1108511,29.28123203
F,2095,65,0.003017754,96021.44513,0.960214451,289.7690591,28.36189466
F,2096,66,0.003265429,95731.67607,0.957316761,312.6050175,27.44622949
F,2097,67,0.003544575,95419.07106,0.954190711,338.2200817,26.53450877
F,2098,68,0.003857943,95080.85097,0.95080851,366.8164688,25.62711831
F,2099,69,0.004208174,94714.03451,0.947140345,398.573152,24.72443272
F,2100,70,0.004605262,94315.46135,0.943154614,434.3474439,23.82680415
F,2101,71,0.005054242,93881.11391,0.938811139,474.4978505,22.93472722
F,2102,72,0.005564903,93406.61606,0.934066161,519.7987268,22.04869377
F,2103,73,0.00614584,92886.81733,0.928868173,570.8674824,21.16928121
F,2104,74,0.006805485,92315.94985,0.923159499,628.2548279,20.29709683
F,2105,75,0.007547287,91687.69502,0.91687695,691.9933922,19.43274886
F,2106,76,0.008385029,90995.70163,0.909957016,763.0015715,18.57672639
F,2107,77,0.009331155,90232.70006,0.902327001,841.9752663,17.72958196
F,2108,78,0.010406388,89390.72479,0.893907248,930.2345732,16.89186817
F,2109,79,0.011638136,88460.49022,0.884604902,1029.515245,16.0642421
F,2110,80,0.013053306,87430.97497,0.87430975,1141.263304,15.24751382
F,2111,81,0.014685739,86289.71167,0.862897117,1267.228165,14.44256368
F,2112,82,0.016583329,85022.48351,0.850224835,1409.955808,13.65037235
F,2113,83,0.018784331,83612.5277,0.836125277,1570.605358,12.87212672
F,2114,84,0.021331604,82041.92234,0.820419223,1750.085759,12.10897793
F,2115,85,0.024260702,80291.83658,0.802918366,1947.936341,11.36201371
F,2116,86,0.027606762,78343.90024,0.783439002,2162.821432,10.63208593
F,2117,87,0.031411121,76181.07881,0.761810788,2392.933088,9.91974125
F,2118,88,0.035714865,73788.14572,0.737881457,2635.333634,9.225221355
F,2119,89,0.040559837,71152.81208,0.711528121,2885.946439,8.548383134
F,2120,90,0.046568096,68266.86565,0.682668656,3179.057931,7.888624368
F,2121,91,0.054629263,65087.80772,0.650878077,3555.698971,7.249504012
F,2122,92,0.064507735,61532.10874,0.615321087,3969.296952,6.639531349
F,2123,93,0.075894442,57562.81179,0.575628118,4368.697499,6.062888414
F,2124,94,0.088895494,53194.11429,0.531941143,4728.717069,5.51975431
F,2125,95,0.103728559,48465.39722,0.484653972,5027.245836,5.00952638
F,2126,96,0.120896639,43438.15139,0.434381514,5251.526493,4.531429292
F,2127,97,0.140921195,38186.62489,0.381866249,5381.304829,4.085842199
F,2128,98,0.163971231,32805.32007,0.328053201,5379.128719,3.674055023
F,2129,99,0.189979754,27426.19135,0.274261913,5210.421076,3.296585885
F,2130,100,0.218983866,22215.77027,0.222157703,4864.89527,2.95248887
